Name,Genre,Platform,Publisher
Animal Crossing,Simulation,GameCube,Nintendo
LEGO Batman: The Videogame,Action,Nintendo DS,Warner Bros. Interactive Entertainment
Sonic Rush,Platform,Nintendo DS,Sega
Resident Evil 6,Shooter,PlayStation 3,Capcom
Halo: The Master Chief Collection,Shooter,Xbox One,Microsoft Game Studios
FIFA Soccer 08,Sports,PlayStation 2,Electronic Arts
Spider-Man,Action,PlayStation,Activision
Need for Speed III: Hot Pursuit,Racing,PlayStation,Electronic Arts
Star Wars Episode I Racer,Racing,Nintendo 64,Nintendo
Personal Trainer: Cooking,Misc,Nintendo DS,Nintendo
The Elder Scrolls IV: Oblivion,Role-Playing,PlayStation 3,Ubisoft
Dragon Warrior IV,Role-Playing,Nintendo Entertainment System,Enix Corporation
Heavy Rain,Adventure,PlayStation 3,Sony Computer Entertainment
Mass Effect 2,Role-Playing,Xbox 360,Electronic Arts
FIFA 15,Sports,Xbox 360,Electronic Arts
Dragon Ball Z: Budokai,Fighting,PlayStation 2,Atari
Madden NFL 2002,Sports,PlayStation 2,Electronic Arts
World Class Track Meet,Sports,Nintendo Entertainment System,Namco Bandai Games
Borderlands 2,Shooter,Xbox 360,Take-Two Interactive
The Legend of Zelda: A Link Between Worlds,Action,Nintendo 3DS,Nintendo
Donkey Kong,Platform,Game Boy,Nintendo
The Sims: Vacation,Simulation,PC,Electronic Arts
Mass Effect 3,Role-Playing,Xbox 360,Electronic Arts
Kung Fu Panda,Action,Xbox 360,Activision
Far Cry 3,Shooter,Xbox 360,Ubisoft
Epic Mickey,Platform,Nintendo Wii,Disney Interactive Studios
Saints Row 2,Action,Xbox 360,THQ
Rayman,Platform,PlayStation,Ubisoft
Killzone 2,Shooter,PlayStation 3,Sony Computer Entertainment
Tom Clancy's Splinter Cell,Action,Xbox,Ubisoft
Mike Tyson's Punch-Out!!,Fighting,Nintendo Entertainment System,Nintendo
WWE SmackDown! Shut Your Mouth,Sports,PlayStation 2,THQ
Gears of War: Ultimate Edition,Shooter,Xbox One,Microsoft Game Studios
NBA 2K13,Sports,Xbox 360,Take-Two Interactive
Dragon Ball Z: Budokai Tenkaichi 3,Fighting,PlayStation 2,Atari
wwe Smackdown vs. Raw 2006,Fighting,PlayStation 2,
Middle-Earth: Shadow of Mordor,Action,PlayStation 4,Warner Bros. Interactive Entertainment
Star Fox,Shooter,Super Nintendo Entertainment System,Nintendo
The Sims: Livin Large,Misc,PC,Electronic Arts
World Soccer Winning Eleven 6 International,Sports,PlayStation 2,Konami Digital Entertainment
Devil May Cry,Action,PlayStation 2,Capcom
Animal Crossing: Happy Home Designer,Simulation,Nintendo 3DS,Nintendo
Battlefield: Bad Company 2,Shooter,PlayStation 3,Electronic Arts
The Sims 4,Simulation,PC,Electronic Arts
Star Wars: The Old Republic,Role-Playing,PC,Electronic Arts
Sonic Heroes,Platform,PlayStation 2,Sega
Kirby Super Star Ultra,Platform,Nintendo DS,Nintendo
Hitman 2: Silent Assassin,Action,PlayStation 2,Eidos Interactive
Street Fighter IV,Fighting,Xbox 360,Capcom
Wave Race 64,Racing,Nintendo 64,Nintendo
SOCOM II: U.S. Navy SEALs,Shooter,PlayStation 2,Sony Computer Entertainment
WWE SmackDown! vs. RAW 2006,Fighting,PlayStation 2,THQ
inFAMOUS,Action,PlayStation 3,Sony Computer Entertainment
Pac-Man Collection,Puzzle,Game Boy Advance,Atari
Mass Effect,Role-Playing,Xbox 360,Microsoft Game Studios
WarioWare: Smooth Moves,Puzzle,Nintendo Wii,Nintendo
Cooking Mama: Cook Off,Simulation,Nintendo Wii,505 Games
Super Mario World 2: Yoshi's Island,Platform,Game Boy Advance,Nintendo
FIFA 14,Sports,PlayStation 4,Electronic Arts
Titanfall,Shooter,Xbox One,Electronic Arts
Sonic Mega Collection Plus,Misc,PlayStation 2,Sega
Sega Superstars Tennis,Sports,Xbox 360,Sega
World Soccer Winning Eleven 7 International,Sports,PlayStation 2,Konami Digital Entertainment
Need for Speed: Most Wanted,Racing,PlayStation 3,Electronic Arts
Hot Shots Golf 3,Sports,PlayStation 2,Sony Computer Entertainment
Call of Duty: Finest Hour,Shooter,PlayStation 2,Activision
Zumba Fitness 2,Sports,Nintendo Wii,Majesco Entertainment
Syphon Filter,Shooter,PlayStation,Sony Computer Entertainment
Imagine: Babyz,Simulation,Nintendo DS,Ubisoft
Colin McRae Rally,Racing,PlayStation,Codemasters
Call of Duty: Ghosts,Shooter,Xbox One,Activision
Madden NFL 13,Sports,Xbox 360,Electronic Arts
The Elder Scrolls III: Morrowind,Role-Playing,Xbox,Ubisoft
Mortal Kombat,Fighting,PlayStation 3,Warner Bros. Interactive Entertainment
F-Zero,Racing,Super Nintendo Entertainment System,Nintendo
Yoshi's Story,Platform,Nintendo 64,Nintendo
Command & Conquer: Red Alert,Strategy,PC,Virgin Interactive
Skylanders: Spyro's Adventure,Action,Nintendo Wii,Activision
FIFA 16,Sports,PlayStation 3,Electronic Arts
Assassin's Creed: Brotherhood,Action,PlayStation 3,Ubisoft
BioShock,Shooter,Xbox 360,Take-Two Interactive
Madden NFL 10,Sports,Xbox 360,Electronic Arts
Medal of Honor,Shooter,PlayStation 3,Electronic Arts
WWE SmackDown! vs. Raw,Fighting,PlayStation 2,THQ
Metroid Prime,Shooter,GameCube,Nintendo
Finding Nemo,Action,Game Boy Advance,THQ
Myst,Adventure,PC,Red Orb
Need for Speed: Hot Pursuit,Racing,PlayStation 3,Electronic Arts
Imagine: Fashion Designer,Simulation,Nintendo DS,Ubisoft
WWE SmackDown! Here Comes the Pain,Fighting,PlayStation 2,THQ
Star Wars: The Force Unleashed,Action,Xbox 360,LucasArts
Yoshi's Island DS,Platform,Nintendo DS,Nintendo
Hot Shots Golf,Sports,PlayStation,Sony Computer Entertainment
Killzone 3,Shooter,PlayStation 3,Sony Computer Entertainment
A Bug's Life,Platform,PlayStation,Sony Computer Entertainment
WWF SmackDown! Just Bring It,Fighting,PlayStation 2,THQ
Dragon Quest V: Tenkuu no Hanayome,Role-Playing,Super Nintendo Entertainment System,Enix Corporation
Mortal Kombat Trilogy,Fighting,PlayStation,GT Interactive
Battlefield 3,Shooter,PC,Electronic Arts
NBA Street,Sports,PlayStation 2,Electronic Arts
Professor Layton and the Last Specter,Puzzle,Nintendo DS,Nintendo
Monster Hunter Tri,Role-Playing,Nintendo 3DS,Nintendo
Jak II,Platform,PlayStation 2,Sony Computer Entertainment
inFAMOUS: Second Son,Action,PlayStation 4,Sony Computer Entertainment
Ratchet & Clank: Going Commando,Platform,PlayStation 2,Sony Computer Entertainment
Tekken 6,Fighting,PlayStation 3,Namco Bandai Games
The Sims,Simulation,PlayStation 2,Electronic Arts
Sonic and the Secret Rings,Platform,Nintendo Wii,Sega
Saints Row: The Third,Action,Xbox 360,THQ
Missile Command,Shooter,Atari 2600,Atari
Mario Paint,Misc,Super Nintendo Entertainment System,Nintendo
Assassin's Creed IV: Black Flag,Action,PlayStation 4,Ubisoft
Pokémon Stadium 2,Strategy,Nintendo 64,Nintendo
Metroid,Action,Nintendo Entertainment System,Nintendo
L.A. Noire,Adventure,Xbox 360,Take-Two Interactive
Call of Duty 3,Shooter,Xbox 360,Activision
The Legend of Zelda: A Link to the Past,Action,Game Boy Advance,Nintendo
Onimusha: Warlords,Action,PlayStation 2,Virgin Interactive
Mortal Kombat X,Fighting,PlayStation 4,Warner Bros. Interactive Entertainment
Mario Party,Misc,Nintendo 64,Nintendo
Madden NFL 12,Sports,Xbox 360,Electronic Arts
LEGO Star Wars II: The Original Trilogy,Action,PlayStation 2,LucasArts
Madden NFL 11,Sports,Xbox 360,Electronic Arts
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,Nintendo DS,Nintendo
Skate 3,Sports,Xbox 360,Electronic Arts
Burnout 3: Takedown,Racing,PlayStation 2,Electronic Arts
Yokai Watch 2 Shinuchi,Role-Playing,Nintendo 3DS,Level 5
Need for Speed: Shift,Racing,PlayStation 3,Electronic Arts
Final Fantasy XIII-2,Role-Playing,PlayStation 3,Square Enix
Mortal Kombat,Fighting,Sega Genesis,Arena Entertainment
Call Of Duty 2: Big Red One,Shooter,PlayStation 2,Activision
Guitar Hero: World Tour,Misc,Xbox 360,Activision
Medal of Honor,Shooter,PlayStation,Electronic Arts
Fable,Role-Playing,Xbox,Microsoft Game Studios
Hannah Montana,Action,Nintendo DS,Disney Interactive Studios
Tom Clancy's Splinter Cell,Action,PlayStation 2,Ubisoft
Skylanders Giants,Action,Nintendo Wii,Activision
Medal of Honor Heroes,Shooter,PlayStation Portable,Electronic Arts
Super Mario Bros.: The Lost Levels,Platform,Nintendo Entertainment System,Nintendo
Star Wars: Shadows of the Empire,Action,Nintendo 64,Nintendo
LEGO Star Wars: The Complete Saga,Action,Xbox 360,LucasArts
Midnight Club: Street Racing,Racing,PlayStation 2,Take-Two Interactive
Pac-Man: Adventures in Time,Fighting,PlayStation Portable,Sony Computer Entertainment
Halo Wars,Strategy,Xbox 360,Microsoft Game Studios
God of War Collection,Action,PlayStation 3,Sony Computer Entertainment
ESPN NFL 2K5,Sports,PlayStation 2,Sega
Mario Strikers Charged,Sports,Nintendo Wii,Nintendo
Medal of Honor,Shooter,Xbox 360,Electronic Arts
FIFA Soccer 10,Sports,Xbox 360,Electronic Arts
NBA 2K12,Sports,Xbox 360,Take-Two Interactive
Style Savvy,Simulation,Nintendo DS,Nintendo
Harry Potter and the Chamber of Secrets,Action,PlayStation 2,Electronic Arts
Super Mario All-Stars: Limited Edition,Platform,Nintendo Wii,Nintendo
Streets of Rage,Action,Sega Genesis,Sega
FIFA Soccer 09,Sports,PlayStation 3,Electronic Arts
Ratchet & Clank Future: Tools of Destruction,Platform,PlayStation 3,Sony Computer Entertainment
NBA Live 2005,Sports,PlayStation 2,Electronic Arts
LittleBigPlanet,Platform,PlayStation Portable,Sony Computer Entertainment
Killzone: Shadow Fall,Shooter,PlayStation 4,Sony Computer Entertainment
Ghostbusters: The Video Game (DS Version),Action,Xbox 360,Take-Two Interactive
Monster Hunter Freedom 2,Role-Playing,PlayStation Portable,Capcom
WWE SmackDown vs. RAW 2007,Fighting,PlayStation 2,THQ
Ratchet & Clank: Up Your Arsenal,Platform,PlayStation 2,Sony Computer Entertainment
Art Academy,Misc,Nintendo DS,Nintendo
Dragon Age: Origins,Role-Playing,Xbox 360,Electronic Arts
Madden NFL 08,Sports,PlayStation 2,Electronic Arts
Sonic Adventure 2 Battle,Platform,GameCube,Sega
Dragon Warrior II,Role-Playing,Nintendo Entertainment System,Enix Corporation
Madden NFL 13,Sports,PlayStation 3,Electronic Arts
Pokémon Colosseum,Role-Playing,GameCube,Nintendo
Deca Sports,Sports,Nintendo Wii,Konami Digital Entertainment
Madden NFL 09,Sports,Xbox 360,Electronic Arts
Space Invaders,Shooter,Atari 2600,Atari
Crazy Taxi,Racing,PlayStation 2,Acclaim Entertainment
Perfect Dark,Action,Nintendo 64,Nintendo
Game Party,Misc,Nintendo Wii,Midway Games
Dragon Warrior,Role-Playing,Nintendo Entertainment System,Capcom
Tomb Raider (2013),Action,PlayStation 3,Square Enix
Marvel: Ultimate Alliance,Role-Playing,Xbox 360,Activision
PES 2009: Pro Evolution Soccer,Sports,PlayStation 2,Konami Digital Entertainment
Mario Party 2,Misc,Nintendo 64,Nintendo
Saints Row: The Third,Action,PlayStation 3,THQ
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,Xbox,Take-Two Interactive
LEGO Harry Potter: Years 1-4,Action,Nintendo Wii,Warner Bros. Interactive Entertainment
Mortal Kombat: Deadly Alliance,Fighting,PlayStation 2,Midway Games
Resistance 2,Shooter,PlayStation 3,Sony Computer Entertainment
Pure,Racing,Xbox 360,Disney Interactive Studios
Tomb Raider: The Last Revelation,Action,PlayStation,Eidos Interactive
NBA 2K13,Sports,PlayStation 3,Take-Two Interactive
Rock Band,Misc,Xbox 360,Electronic Arts
NBA 2K14,Sports,Xbox 360,Take-Two Interactive
Mario Party 4,Misc,GameCube,Nintendo
uDraw Studio,Misc,Nintendo Wii,THQ
Midnight Club: Los Angeles,Racing,PlayStation 3,Take-Two Interactive
Final Fantasy V,Role-Playing,Super Nintendo Entertainment System,SquareSoft
Final Fantasy Tactics,Role-Playing,PlayStation,SquareSoft
Twisted Metal 2,Racing,PlayStation,Sony Computer Entertainment
Halo: Combat Evolved Anniversary,Shooter,Xbox 360,Microsoft Game Studios
Need for Speed Carbon: Own the City,Racing,PlayStation Portable,Electronic Arts
The Sims: Bustin' Out,Simulation,PlayStation 2,Electronic Arts
Riven: The Sequel to Myst,Adventure,PC,Red Orb
Tom Clancy's Rainbow Six: Vegas 2,Shooter,Xbox 360,Ubisoft
Sonic Adventure,Platform,Dreamcast,Sega
Ice Hockey,Sports,Nintendo Entertainment System,Nintendo
pro evolution soccer 2011,Sports,PlayStation 3,Konami Digital Entertainment
Dragon Ball Z: Budokai 2,Fighting,PlayStation 2,Atari
ATV Offroad Fury,Racing,PlayStation 2,Sony Computer Entertainment
Dino Crisis,Action,PlayStation,Capcom
Minecraft,Misc,Xbox One,Microsoft Game Studios
Need for Speed: ProStreet,Racing,PlayStation 2,Electronic Arts
Madden NFL 16,Sports,Xbox One,Electronic Arts
Tetris Plus,Puzzle,PlayStation,JVC
Pro Wrestling,Fighting,Nintendo Entertainment System,Nintendo
Theme Hospital,Strategy,PC,Electronic Arts
Frogger's Adventures: Temple of the Frog,Adventure,Game Boy Advance,Konami Digital Entertainment
Need for Speed (2015),Racing,PlayStation 4,Electronic Arts
Zumba Fitness,Sports,Xbox 360,505 Games
LEGO Indiana Jones: The Original Adventures,Action,Nintendo Wii,LucasArts
Monopoly,Misc,PC,Hasbro Interactive
Batman: Arkham Origins,Action,PlayStation 3,Warner Bros. Interactive Entertainment
Dead Island,Action,Xbox 360,Deep Silver
Guitar Hero,Misc,PlayStation 2,RedOctane
LEGO Star Wars: The Complete Saga,Action,PlayStation 3,LucasArts
Kinect: Disneyland Adventures,Misc,Xbox 360,Microsoft Game Studios
WCW/nWo Revenge,Fighting,Nintendo 64,THQ
Bloodborne,Action,PlayStation 4,Sony Computer Entertainment
NBA 2K15,Sports,PlayStation 4,Take-Two Interactive
Madden NFL 11,Sports,PlayStation 3,Electronic Arts
Yu-Gi-Oh! The Duelists of the Roses,Misc,PlayStation 2,Konami Digital Entertainment
Madden NFL 08,Sports,Xbox 360,Electronic Arts
Half-Life 2,Shooter,PC,Vivendi Games
The Incredibles,Action,PlayStation 2,THQ
Tony Hawk's Underground 2,Sports,PlayStation 2,Activision
Madden NFL 10,Sports,PlayStation 3,Electronic Arts
Kinect Sports: Season Two,Sports,Xbox 360,Microsoft Game Studios
Kirby's Dream Land 2,Platform,Game Boy,Nintendo
LEGO Harry Potter: Years 1-4,Action,Nintendo DS,Warner Bros. Interactive Entertainment
Donkey Kong Land II,Platform,Game Boy,Nintendo
Dragon Warrior Monsters,Role-Playing,Game Boy,Eidos Interactive
Midnight Club: Los Angeles,Racing,Xbox 360,Take-Two Interactive
Skylanders SWAP Force,Platform,Nintendo Wii,Activision
WWE SmackDown vs Raw 2008,Fighting,PlayStation 2,THQ
My Fitness Coach,Sports,Nintendo Wii,Ubisoft
Resident Evil - Code: Veronica X,Action,PlayStation 2,Capcom
The Sims 3,Simulation,Xbox 360,Electronic Arts
The Legend of Zelda: Majora's Mask 3D,Action,Nintendo 3DS,Nintendo
NBA 2K16,Sports,Xbox One,Take-Two Interactive
Just Dance Kids,Misc,Nintendo Wii,Ubisoft
Mario Tennis,Sports,Nintendo 64,Nintendo
Grand Theft Auto,Action,PlayStation,Take-Two Interactive
James Bond 007: Everything or Nothing,Shooter,PlayStation 2,Electronic Arts
WarioWare Touched!,Puzzle,Nintendo DS,Nintendo
Need For Speed: High Stakes,Racing,PlayStation,Electronic Arts
Chrono Trigger,Role-Playing,Super Nintendo Entertainment System,SquareSoft
Cool Boarders 3,Sports,PlayStation,989 Studios
LEGO Marvel Super Heroes,Action,Xbox 360,Warner Bros. Interactive Entertainment
Guild Wars 2,Action,PC,NCSoft
Pokemon Ranger: Shadows of Almia,Role-Playing,Nintendo DS,Nintendo
Dead Island,Action,PlayStation 3,Deep Silver
Tomb Raider II,Action,PC,Eidos Interactive
God of War: Ascension,Action,PlayStation 3,Sony Computer Entertainment
Need for Speed Underground 2,Racing,Xbox,Electronic Arts
Pro Evolution Soccer 2010,Sports,PlayStation 3,Konami Digital Entertainment
Just Dance 2015,Misc,Nintendo Wii,Ubisoft
Yokai Watch Busters,Action,Nintendo 3DS,Level 5
Mario Bros.,Platform,Nintendo Entertainment System,Nintendo
FIFA Soccer 09,Sports,PlayStation 2,Electronic Arts
Star Wars: The Force Unleashed,Action,PlayStation 3,LucasArts
Borderlands 2,Shooter,PlayStation 3,Take-Two Interactive
TOCA Touring Car Championship,Racing,PlayStation,Codemasters
Paper Mario: Sticker Star,Role-Playing,Nintendo 3DS,Nintendo
Sonic's Ultimate Genesis Collection,Misc,PlayStation 3,Sega
Super Monkey Ball: Banana Blitz,Misc,Nintendo Wii,Sega
Kirby: Nightmare in Dream Land,Platform,Game Boy Advance,Nintendo
Wario Land 4,Platform,Game Boy Advance,Nintendo
Guitar Hero III: Legends of Rock,Misc,PlayStation 3,Activision
Call of Duty 3,Shooter,Nintendo Wii,Activision
Resident Evil 4,Action,Nintendo Wii,Capcom
Minecraft,Misc,PlayStation Vita,Sony Computer Entertainment Europe
Onimusha 2: Samurai's Destiny,Adventure,PlayStation 2,Capcom
Cool Boarders 2,Sports,PlayStation,UEP Systems
Paper Mario: The Thousand-Year Door,Role-Playing,GameCube,Nintendo
Madden NFL 12,Sports,PlayStation 3,Electronic Arts
Monster Hunter Tri,Role-Playing,Nintendo Wii,Nintendo
Dissidia: Final Fantasy,Fighting,PlayStation Portable,Square Enix
Sonic Advance,Platform,Game Boy Advance,Sega
Spyro: Season of Ice,Platform,Game Boy Advance,Vivendi Games
Teenage Mutant Ninja Turtles II: The Arcade Game,Action,Nintendo Entertainment System,Konami Digital Entertainment
LEGO Indiana Jones: The Original Adventures,Action,Nintendo DS,Activision
Dance Dance Revolution X2,Simulation,PlayStation 2,Konami Digital Entertainment
New Super Luigi U,Platform,Wii U,Nintendo
Prince of Persia: The Sands of Time,Action,PlayStation 2,Ubisoft
Scribblenauts,Puzzle,Nintendo DS,Warner Bros. Interactive Entertainment
The Legend of Zelda: Link's Awakening DX,Adventure,Game Boy,Nintendo
Need for Speed: Hot Pursuit,Racing,Xbox 360,Electronic Arts
BioShock 2,Shooter,Xbox 360,Take-Two Interactive
Assassin's Creed IV: Black Flag,Action,Xbox One,Ubisoft
Devil May Cry 3: Dante's Awakening Special Edition,Action,PlayStation 2,Capcom
Rock Band 2,Misc,Xbox 360,Electronic Arts
Frogger,Action,Atari 2600,Parker Bros.
Guitar Hero II,Misc,Xbox 360,Activision
Wario Land 3,Platform,Game Boy,Nintendo
Pro Yakyuu Family Stadium,Sports,Nintendo Entertainment System,Namco Bandai Games
Sonic Unleashed,Platform,Nintendo Wii,Sega
High School Musical: Makin' the Cut!,Puzzle,Nintendo DS,Disney Interactive Studios
Pro Evolution Soccer 2012,Action,PlayStation 3,Konami Digital Entertainment
Saints Row,Action,Xbox 360,THQ
Star Wars: Knights of the Old Republic,Role-Playing,Xbox,Activision
Kirby's Pinball Land,Misc,Game Boy,Nintendo
Donkey Kong Country,Platform,Game Boy,Nintendo
Hitman: Absolution,Action,PlayStation 3,Square Enix
Yu-Gi-Oh: Duel Monsters 4,Role-Playing,Game Boy,Konami Digital Entertainment
ATV Offroad Fury 2,Racing,PlayStation 2,THQ
Forza Motorsport 5,Racing,Xbox One,Microsoft Game Studios
Madden NFL 25,Sports,Xbox 360,Electronic Arts
Pokemon Ranger,Role-Playing,Nintendo DS,Nintendo
Mario & Luigi: Superstar Saga,Role-Playing,Game Boy Advance,Nintendo
Final Fantasy XIII,Role-Playing,Xbox 360,Square Enix
Star Wars: Rogue Squadron,Simulation,Nintendo 64,Nintendo
Tennis,Sports,Nintendo Entertainment System,Nintendo
The Sims: House Party,Simulation,PC,Electronic Arts
Your Shape featuring Jenny McCarthy,Sports,Nintendo Wii,Ubisoft
Syphon Filter 2,Shooter,PlayStation,Sony Computer Entertainment
Tom Clancy's Rainbow Six: Siege,Shooter,PlayStation 4,Ubisoft
Volleyball,Sports,Nintendo Entertainment System,Nintendo
FIFA 15,Sports,Xbox One,Electronic Arts
Call of Duty: Roads to Victory,Shooter,PlayStation Portable,Activision
Super Mario RPG: Legend of the Seven Stars,Role-Playing,Super Nintendo Entertainment System,Nintendo
Mahjong,Misc,Nintendo Entertainment System,Nintendo
R.C. Pro-Am,Racing,Nintendo Entertainment System,Nintendo
SimCity 2000,Simulation,PC,Maxis
Demon Attack,Shooter,Atari 2600,Imagic
Dance Dance Revolution Extreme,Simulation,PlayStation 2,Konami Digital Entertainment
Tetris DS,Puzzle,Nintendo DS,Nintendo
Final Fantasy Tactics Advance,Role-Playing,Game Boy Advance,SquareSoft
Far Cry: Primal,Action,PlayStation 4,Ubisoft
Toy Story 3: The Video Game,Action,Nintendo DS,Disney Interactive Studios
Final Fantasy III,Role-Playing,Nintendo DS,Square Enix
Kirby's Epic Yarn,Platform,Nintendo Wii,Nintendo
Project Gotham Racing,Racing,Xbox,Microsoft Game Studios
Golf,Sports,Game Boy,Nintendo
NBA 2K12,Sports,PlayStation 3,Take-Two Interactive
