code,name
A5514,"For diabetics only, multiple density insert, made by direct carving with cam technology from a rectified cad model created from a digitized scan of the patient, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer (or higher), includes arch filler and other shaping material, custom fabricated, each"
A6000,Non-contact wound warming wound cover for use with the non-contact wound warming device and warming card
A6010,"Collagen based wound filler, dry form, sterile, per gram of collagen"
A6011,"Collagen based wound filler, gel/paste, per gram of collagen"
A6021,"Collagen dressing, sterile, size 16 sq. in. or less, each"
A6022,"Collagen dressing, sterile, size more than 16 sq. in. but less than or equal to 48 sq. in., each"
A6023,"Collagen dressing, sterile, size more than 48 sq. in., each"
A6024,"Collagen dressing wound filler, sterile, per 6 inches"
A6025,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel, other), each"
A6154,"Wound pouch, each"
A6196,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size 16 sq. in. or less, each dressing"
A6197,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., each dressing"
A6198,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 48 sq. in., each dressing"
A6199,"Alginate or other fiber gelling dressing, wound filler, sterile, per 6 inches"
A6203,"Composite dressing, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6204,"Composite dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6205,"Composite dressing, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing"
A6207,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing"
A6208,"Contact layer, sterile, more than 48 sq. in., each dressing"
A6209,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6210,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6211,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6212,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6213,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6214,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6215,"Foam dressing, wound filler, sterile, per gram"
A6216,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6217,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6218,"Gauze, non-impregnated, non-sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6219,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6220,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6221,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6222,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6223,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 16 sq. in., but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6228,"Gauze, impregnated, water or normal saline, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6229,"Gauze, impregnated, water or normal saline, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6230,"Gauze, impregnated, water or normal saline, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6231,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16 sq. in. or less, each dressing"
A6232,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size greater than 16 sq. in., but less than or equal to 48 sq. in., each dressing"
A6233,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size more than 48 sq. in., each dressing"
A6234,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6235,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6236,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6237,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6238,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6239,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce"
A6241,"Hydrocolloid dressing, wound filler, dry form, sterile, per gram"
A6242,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6243,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6244,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6245,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6246,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6247,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6248,"Hydrogel dressing, wound filler, gel, per fluid ounce"
A6250,"Skin sealants, protectants, moisturizers, ointments, any type, any size"
A6251,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6252,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6253,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6254,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing"
A6255,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing"
A6256,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing"
A6257,"Transparent film, sterile, 16 sq. in. or less, each dressing"
A6258,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing"
A6259,"Transparent film, sterile, more than 48 sq. in., each dressing"
A6260,"Wound cleansers, any type, any size"
A6261,"Wound filler, gel/paste, per fluid ounce, not otherwise specified"
A6262,"Wound filler, dry form, per gram, not otherwise specified"
A6266,"Gauze, impregnated, other than water, normal saline, or zinc paste, sterile, any width, per linear yard"
A6402,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6403,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. less than or equal to 48 sq. in., without adhesive border, each dressing"
A6404,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., without adhesive border, each dressing"
A6407,"Packing strips, non-impregnated, sterile, up to 2 inches in width, per linear yard"
A6410,"Eye pad, sterile, each"
A6411,"Eye pad, non-sterile, each"
A6412,"Eye patch, occlusive, each"
A6413,"Adhesive bandage, first-aid type, any size, each"
A6441,"Padding bandage, non-elastic, non-woven/non-knitted, width greater than or equal to three inches and less than five inches, per yard"
A6442,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than three inches, per yard"
A6443,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to three inches and less than five inches, per yard"
A6444,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to 5 inches, per yard"
A6445,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard"
A6446,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to three inches and less than five inches, per yard"
A6447,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to five inches, per yard"
A6448,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard"
A6449,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard"
A6450,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard"
A6451,"Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard"
A6452,"High compression bandage, elastic, knitted/woven, load resistance greater than or equal to 1.35 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard"
A6453,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three inches, per yard"
A6454,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to three inches and less than five inches, per yard"
A6455,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to five inches, per yard"
A6456,"Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard"
A6457,"Tubular dressing with or without elastic, any width, per linear yard"
A6460,"Synthetic resorbable wound dressing, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing"
A6461,"Synthetic resorbable wound dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing"
A6501,"Compression burn garment, bodysuit (head to foot), custom fabricated"
A6502,"Compression burn garment, chin strap, custom fabricated"
A6503,"Compression burn garment, facial hood, custom fabricated"
A6504,"Compression burn garment, glove to wrist, custom fabricated"
A6505,"Compression burn garment, glove to elbow, custom fabricated"
A6506,"Compression burn garment, glove to axilla, custom fabricated"
A6507,"Compression burn garment, foot to knee length, custom fabricated"
A6508,"Compression burn garment, foot to thigh length, custom fabricated"
A6509,"Compression burn garment, upper trunk to waist including arm openings (vest), custom fabricated"
A6510,"Compression burn garment, trunk, including arms down to leg openings (leotard), custom fabricated"
