Make,Model,baseModel,Year
Plymouth,Laser,Laser,2013
Mitsubishi,Expo,Expo,2013
Buick,Regal,Regal,2013
Nissan,300ZX,300ZX,2013
Toyota,Camry,Camry,2013
GMC,Sierra 1500 4WD,Sierra,2013
Chevrolet,Tracker LT 4WD,Tracker,2013
GMC,Savana 1500/2500 2WD (Passenger),Savana Passenger,2013
Mercedes-Benz,CLK320,CLK-Class,2013
Nissan,Frontier 2WD,Frontier,2013
GMC,Yukon XL 1500 AWD,Yukon,2013
Toyota,Camry Solara,Camry,2013
Nissan,Armada 4WD,Armada,2013
GMC,Yukon 1500 AWD,Yukon,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
GMC,Sierra 1500 2WD,Sierra,2013
Subaru,Outback AWD,Legacy/Outback,2013
Mazda,MX-5,MX-5,2013
Volkswagen,Jetta,Jetta,2014
Mitsubishi,Montero 4WD,Montero,2013
Honda,Accord Wagon,Accord,2013
Eagle,Summit Wagon,Summit,2013
GMC,K15 Pickup 4WD,Pickup,2013
Ford,Explorer 2WD,Explorer,2013
Chevrolet,Corvette,Corvette,2013
Nissan,Frontier V6 4WD,Frontier,2013
BMW,325ci Convertible,3 Series,2013
Kia,Sorento 4WD,Sorento,2013
Toyota,Tundra 2WD,Tundra,2013
Mitsubishi,Raider Pickup 4WD,Raider Pickup,2013
Lexus,LC 500 Convertible,LC,2023
Dodge,Colt Vista,Colt,2013
Hyundai,Veracruz 4WD,Veracruz,2013
Ford,F150 Pickup 2WD,F150,2013
Pontiac,Firebird,Firebird/Trans Am/Formula,2013
Chevrolet,G30 Van 2WD,G30 Van,2013
Audi,RS 6 Avant,RS,2023
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Dodge,W100/W150 Pickup 4WD,W100/W150 Pickup,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Dodge,Shadow Convertible,Shadow,2013
Chevrolet,K2500 Pickup 4WD,K2500 Pickup,2013
Subaru,Wagon,Wagon,2013
Plymouth,Sundance,Sundance,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Porsche,911 Turbo,911,2013
Eagle,Talon,Talon,2013
Honda,Prelude,Prelude,2013
Saab,900,900,2013
Subaru,Legacy AWD Turbo,Legacy/Outback,2013
Chevrolet,Corvette Z06 Carbon Aero,Corvette,2023
Mercedes-Benz,GLC300,GLC-Class,2023
Chevrolet,Beretta,Beretta,2013
Mercedes-Benz,300D 2.5 Turbo,300,2013
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Toyota,Tercel,Tercel,2013
Mercedes-Benz,190E,190,2013
GMC,Caballero Pickup 2WD,Caballero Pickup,2013
GMC,K25 Pickup 4WD,Pickup,2013
Cadillac,XTS,XTS,2016
Porsche,Boxster S,Boxster,2016
Buick,Encore,Encore,2016
Saab,900,900,2013
Lamborghini,Aventador S Roadster,Aventador,2017
Mazda,3 5-Door,3,2017
Dodge,Durango AWD,Durango,2018
Jeep,Grand Wagoneer 4WD,Grand Wagoneer,2013
BMW,430i Coupe,4 Series,2019
Hyundai,Veloster N,Veloster,2019
Tesla,Model X Performance (22in Wheels),Model X,2019
Chevrolet,Silverado 4WD TrailBoss,Silverado,2021
Alfa Romeo,Stelvio AWD,Stelvio,2021
Nissan,Murano FWD,Murano,2021
Volvo,XC60 B5,XC60,2022
Porsche,718 Boxster GTS,718,2022
Ford,F250 Pickup Cab Chassis 2WD,F250,2013
Mitsubishi,Montero,Montero,2013
Chevrolet,Equinox AWD,Equinox,2013
Mercedes-Benz,E400,E-Class,2014
Porsche,Panamera S E-Hybrid,Panamera,2015
Acura,TSX,TSX,2013
Chevrolet,Suburban 1500 AWD,Suburban,2013
Scion,xB,xB,2013
BMW,525i,5 Series,2013
Porsche,Cayenne Turbo,Cayenne,2013
Pontiac,G5 XFE,G5,2013
Audi,Coupe GT,Coupe GT,2013
Dodge,Ram 50 Pickup 2WD,Ram 50 Pickup,2013
Ford,Escort,Escort,2013
Pontiac,2000 Sunbird,Sunbird,2013
Ford,Aerostar Van,Aerostar Van,2013
Mercury,Cougar,Cougar,2013
Eagle,Summit,Summit,2013
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
Volvo,C70 Convertible,C70,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Mercury,Mystique,Mystique,2013
Ferrari,456 MGT/MGA,456 MGT/MGA,2013
Dodge,Neon,Neon,2013
Dodge,Ram Van 1500 2WD,Ram Van 1500,2013
Ford,Escort ZX2,Escort,2013
Buick,Park Avenue,Park Avenue,2013
Dodge,600 Convertible,600,2013
Land Rover,Freelander,Freelander,2013
Ford,Expedition 4WD,Expedition,2023
Buick,Encore GX AWD,Encore,2023
MINI,Cooper S Countryman,Countryman,2023
Mitsubishi,Space Wagon,Space Wagon,2013
Audi,S4,S4,2023
Nissan,Sentra SR,Sentra,2023
Toyota,Prius Prime SE,Prius Prime,2023
Rivian,R1S Performance Dual Standard Plus (21in),R1S,2024
Honda,Prelude,Prelude,2013
Oldsmobile,Delta 88 Royale,Delta 88 Royale,2013
Ford,Escort Wagon,Escort,2013
Toyota,Truck 2WD,Truck/T100,2013
Sterling,827,827,2013
BMW,850i,8 Series,2013
Ford,Ranger Pickup 4WD,Ranger,2013
Geo,Prizm,Prizm,2013
Chevrolet,C2500 Pickup 2WD,C2500 Pickup,2013
Pontiac,Lemans,Lemans,2013
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Honda,Civic Del Sol,Del Sol,2013
Eagle,Talon,Talon,2013
Chevrolet,Cruze,Cruze,2017
BMW,M4 Coupe,M,2017
Kia,Sorento AWD,Sorento,2017
MINI,John Cooper Works Clubman All4,John Cooper Works,2017
BMW,X3 M40i,X3,2017
GMC,Yukon C1500 2WD,Yukon,2015
Mazda,Tribute 4WD,Tribute,2013
GMC,Envoy 2WD,Envoy,2013
Ferrari,575 M Maranello and Superamerica,575 M Maranello and Superamerica,2013
Chevrolet,Optra Wagon,Optra,2013
Volkswagen,Jetta Wagon,Jetta,2013
GMC,Safari AWD (Passenger),Safari Passenger,2013
Honda,Civic Wagon 4WD,Civic,2013
Ford,Taurus,Taurus,2013
GMC,Sierra Classic 15 Hybrid 4WD,Sierra,2013
Mazda,6,6,2013
MINI,Cooper Convertible,Cooper,2013
GMC,Sierra C15 2WD,Sierra,2013
Volkswagen,GTI,Golf/GTI,2013
Lincoln,MKZ AWD,MKZ,2013
Chevrolet,HHR Panel FWD,HHR,2013
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
BMW,M6,M,2013
Plymouth,Colt,Colt,2013
Dodge,B150/B250 Wagon 2WD,B150/B250 Wagon,2013
Chevrolet,G10/20 Sport Van 2WD,G10/20 Van,2013
GMC,K15 Suburban 4WD,Suburban,2013
Volkswagen,Rabbit,Rabbit,2013
Chevrolet,Citation II,Citation II,2013
Dodge,Colt Vista,Colt,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Hyundai,Elantra,Elantra,2013
Nissan,Sentra,Sentra,2013
Saab,9000,9000,2013
Eagle,Summit Wagon,Summit,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Jeep,Grand Cherokee 4WD,Grand Cherokee,2013
Hyundai,Elantra,Elantra,2013
Daewoo,Lanos,Lanos,2013
Mazda,Protege,Protege,2013
Pontiac,Firebird/Trans Am,Firebird/Trans Am/Formula,2013
Saturn,SL,SL,2013
Jaguar,XJ8L,XJ,2013
Dodge,Dakota Pickup 2WD,Dakota Pickup,2013
Lincoln,Blackwood 2WD,Blackwood,2013
Chevrolet,Tracker 4WD Hardtop,Tracker,2013
Ford,Focus,Focus,2013
Mitsubishi,Lancer,Lancer,2013
Lexus,GS 350 F Sport,GS,2018
Mazda,3 4-Door,3,2019
Aston Martin,DB11 V12,DB11,2019
Buick,Regal AWD,Regal,2019
BMW,530i xDrive,5 Series,2019
Nissan,Leaf SV/SL (62 kW-hr battery pack),Leaf,2021
Kia,K5,K5,2021
Honda,Civic 5Dr,Civic,2021
Kia,Sorento FWD,Sorento,2022
Toyota,Truck 2WD/T100 2WD,Truck/T100,2013
Saab,9000,9000,2013
Honda,Accord,Accord,2013
BMW,328i Sport Wagon,3 Series,2013
BMW,135i,1 Series,2013
Kia,Sedona,Sedona,2013
Acura,RL,RL,2013
MINI,John Cooper Works Roadster,Roadster,2013
Ferrari,California,California,2013
Chevrolet,Cruze,Cruze,2013
Volkswagen,Jetta,Jetta,2013
Volkswagen,Jetta,Jetta,2013
Cadillac,XTS Hearse,XTS Hearse,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Mercedes-Benz,S63 AMG 4matic,S-Class,2013
Mercedes-Benz,S600,S-Class,2014
Ford,Fiesta ST FWD,Fiesta,2014
Mercedes-Benz,B-Class Electric Drive,B-Class Electric Drive,2014
Toyota,4Runner 4WD,4Runner,2014
Porsche,Panamera 4S Executive,Panamera,2015
Nissan,Versa,Versa,2015
Chevrolet,Camaro,Camaro,2016
Cadillac,Escalade 2WD,Escalade,2013
Mercedes-Benz,E500 4matic,E-Class,2013
Jeep,Wrangler/TJ 4WD,Wrangler/TJ,2013
Volkswagen,Jetta,Jetta,2013
Cadillac,SRX 2WD,SRX,2013
Chevrolet,TrailBlazer Ext 4WD,TrailBlazer,2013
Aston Martin,V12 Vanquish S,Vanquish,2013
MINI,Cooper S,Cooper,2013
Saab,9-3 Sport Sedan,9-3,2013
Ford,Escape FWD,Escape,2013
Audi,A4 quattro,A4,2013
Toyota,Tacoma 2WD,Tacoma,2013
Suzuki,Forenza,Forenza,2013
Ford,Explorer 2WD,Explorer,2013
Honda,Accord Coupe,Accord,2013
Dodge,Charger,Charger,2013
Toyota,Truck 4WD,Truck/T100,2013
Toyota,Celica Supra,Celica,2013
Chrysler,LeBaron,LeBaron,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
Dodge,AD100/AD150 Ramcharger 2WD,Ramcharger,2013
Subaru,Sedan 4WD,Sedan,2013
Nissan,Altima AWD,Altima,2023
Nissan,Truck Cab Chassis 2WD,Truck,2013
Saab,9000,9000,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Buick,Regal,Regal,2013
Mercedes-Benz,E350 4matic,E-Class,2013
Dodge,Journey AWD,Journey,2013
Ram,1500 2WD,1500,2014
Scion,xB,xB,2014
Jeep,Grand Cherokee 4WD,Grand Cherokee,2013
Mercedes-Benz,E320 Convertible,E-Class,2013
Mercury,Cougar,Cougar,2013
GMC,T15 (S15) Pickup 4WD,Pickup,2013
GMC,Safari 2WD (passenger),Safari,2013
Toyota,RAV4 2WD,RAV4,2013
Land Rover,Range Rover,Range Rover,2013
Chevrolet,C10 Pickup 2WD,C10 Pickup,2013
Mercury,Mountaineer 2WD,Mountaineer,2013
Suzuki,SX4 AWD,SX4,2013
Buick,Skyhawk,Skyhawk,2013
Chevrolet,Van 1500 AWD Cargo,Van 1500,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Chevrolet,Celebrity,Celebrity,2013
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Chrysler,Laser/Daytona,Laser/Daytona,2013
Jeep,Cherokee/Wagoneer 2WD,Cherokee/Wagoneer,2013
Chevrolet,Traverse FWD,Traverse,2017
Acura,RDX AWD,RDX,2018
Chevrolet,Equinox FWD,Equinox,2019
Chrysler,Pacifica,Pacifica,2019
Buick,Encore FWD,Encore,2019
Infiniti,Q50 AWD,Q50,2021
Lexus,RC 300,RC,2022
Mercedes-Benz,CL63 AMG,CL-Class,2013
Nissan,Frontier 2WD,Frontier,2013
MINI,Cooper Roadster,Roadster,2013
Cadillac,Cimarron,Cimarron,2013
Ford,Focus Electric,Focus,2013
Volkswagen,CC 4motion,CC,2013
MINI,JCW Countryman All4,Countryman,2013
Ford,Edge AWD,Edge,2013
Ford,Taurus FWD,Taurus,2014
BMW,Alpina B7 LWB,7 Series,2014
Infiniti,Q50,Q50,2014
Nissan,Maxima,Maxima,2015
BMW,M3,M,2015
Rolls-Royce,Phantom,Phantom,2015
Chevrolet,Spark EV,Spark,2015
Dodge,Durango RWD,Durango,2016
Audi,A4 Cabriolet quattro,A4,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Lincoln,Navigator 2WD,Navigator,2013
Oldsmobile,Calais,Calais,2013
Porsche,Carrera 4 S Kit,Carrera 4 S Kit,2013
Mitsubishi,Eclipse,Eclipse,2013
Volkswagen,Golf,Golf/GTI,2013
Ford,Taurus Wagon,Taurus,2013
Dodge,Magnum AWD,Magnum,2013
Subaru,Forester AWD,Forester,2013
Porsche,Carrera 4 S Coupe,Carrera 4 S Coupe,2013
Ford,Focus Station Wagon,Focus,2013
Lincoln,MKZ FWD,MKZ,2013
Ford,Courier Pickup 2WD,Courier,2013
Volkswagen,Eos,Eos,2013
Subaru,Tribeca AWD,Tribeca,2013
Porsche,Carrera 2 S Coupe,Carrera 2 S Coupe,2013
Pontiac,G5/Pursuit,G5,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Subaru,Sedan,Sedan,2013
Volvo,240 DL/GL/Turbo,240,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
Ford,Tempo,Tempo,2013
Rolls-Royce,Silver Spirit/Spur/Mulsanne,Silver Spirit/Spur/Mulsanne,2013
Lincoln,Town Car,Town Car,2013
Mercedes-Benz,GLE350 4matic,GLE-Class,2023
Chevrolet,Cavalier Wagon,Cavalier,2013
Hyundai,Santa Cruz FWD,Santa Cruz,2023
Rolls-Royce,Ghost Black Badge,Ghost,2023
Hyundai,Nexo Blue,Nexo,2023
Subaru,BRZ,BRZ,2024
Chevrolet,T10 (S10) Pickup 4WD,T10 (S10) Pickup,2013
Pontiac,6000,6000,2013
Subaru,Justy,Justy,2013
Nissan,Sentra,Sentra,2013
Dodge,Spirit,Spirit,2013
Ford,F250 Pickup 2WD,F250,2013
Mitsubishi,Truck 2WD,Truck,2013
Subaru,Justy AWD,Justy,2013
Jeep,Cherokee 2WD,Cherokee,2013
Pontiac,Sunbird,Sunbird,2013
Plymouth,Sundance/Duster,Sundance/Duster,2013
Kia,Sorento FWD,Sorento,2016
Dodge,W250 Pickup 4WD,W250 Pickup,2013
Land Rover,Range Rover SVA,Range Rover,2018
BMW,330i,3 Series,2020
Pontiac,Firebird/Trans Am,Firebird/Trans Am/Formula,2013
Plymouth,Sundance,Sundance,2013
Audi,S5 Sportback,S5,2022
Ford,Bronco Sasquatch 4WD,Bronco,2022
BMW,760Li,7 Series,2013
Infiniti,G37 Convertible,G37,2013
Ford,Tempo,Tempo,2013
BMW,740Li,7 Series,2013
GMC,Canyon 4WD,Canyon,2013
Audi,A3,A3,2013
Hyundai,Veloster,Veloster,2013
Nissan,Sentra FE,Sentra,2013
Toyota,Tacoma 2WD,Tacoma,2013
Chevrolet,Camaro,Camaro,2014
Chrysler,200,200,2014
BMW,535i xDrive,5 Series,2015
Ford,Taurus AWD FFV,Taurus,2015
Suzuki,Sidekick 2Door 4WD,Sidekick,2013
Hyundai,Tiburon (Coupe),Tiburon,2013
Acura,2.3CL/3.0CL,CL,2013
Dodge,Stratus,Stratus,2013
Chevrolet,Tracker 4WD Convertible,Tracker,2013
Chrysler,Sebring Convertible,Sebring,2013
Mazda,Millenia,Millenia,2013
Chevrolet,G10/20 Van 2WD,G10/20 Van,2013
Volvo,240 Wagon,240,2013
Mercedes-Benz,300SL,300,2013
Porsche,911 Carrera 4S,911,2013
Chevrolet,Colorado Cab Chassis inc 2WD,Colorado,2013
Jeep,Patriot 4WD,Patriot,2013
Lincoln,MKS FWD,MKS,2013
Nissan,Titan 4WD FFV,Titan,2013
Toyota,Matrix,Matrix,2013
Toyota,Prius c,Prius c,2013
Subaru,XV Crosstrek AWD,Crosstrek,2013
Nissan,Juke AWD,Juke,2013
Infiniti,QX80 4WD (over 6000 lbs curb weight),QX80,2015
Porsche,Boxster S,Boxster,2015
GMC,Yukon 1500 4WD,Yukon,2013
Toyota,Tacoma 2WD,Tacoma,2013
Chevrolet,TrailBlazer 2WD,TrailBlazer,2013
Chevrolet,Traverse FWD,Traverse,2013
Nissan,Altima,Altima,2013
Chevrolet,Express 1500 AWD Passenger,Express Passenger,2013
GMC,C15 Pickup 2WD,Pickup,2013
Volvo,V70 XC AWD,V70 XC,2013
Mitsubishi,Starion,Starion,2013
Toyota,Corolla Hatchback,Corolla,2019
Isuzu,I-Mark,I-Mark,2013
Lexus,RC 300 AWD,RC,2020
BMW,X4 M40i,X4,2021
Toyota,Camry XSE,Camry,2021
Acura,RDX FWD,RDX,2021
Nissan,Versa,Versa,2021
Tesla,Model S Plaid (21 inch wheels),Model S,2021
Genesis,GV60 PERFORMANCE,GV60,2022
Hyundai,Tucson Hybrid,Tucson,2022
Ford,Escape FWD PHEV,Escape,2023
Mercedes-Benz,EQE 350 4matic,EQE,2023
Volvo,740/760 Wagon,740/760,2013
BMW,M8 Competition Gran Coupe,M,2024
Dodge,B350 Wagon 2WD,B350 Wagon,2013
GMC,K2500 Sierra 4WD,K2500 Sierra,2013
Chevrolet,S10 Cab Chassis 2WD,S10 Cab Chassis,2013
Volkswagen,Passat,Passat,2013
Isuzu,Pickup 2WD,Pickup,2013
Chrysler,LeBaron,LeBaron,2013
Infiniti,Q60 Red Sport,Q60,2017
BMW,X6 xDrive50i,X6,2017
Dodge,Caravan/Grand Caravan/Ram Van 2WD,Caravan/Grand Caravan/Ram Van,2013
GMC,S15 Jimmy 2WD,Jimmy,2013
Rolls-Royce,Ghost EWB,Ghost,2018
Dodge,Challenger SRT,Challenger,2018
Infiniti,Q60,Q60,2018
Jaguar,F-Pace,F-Pace,2019
Jeep,Cherokee 4WD Active Drive II,Cherokee,2019
GMC,Sierra 2WD,Sierra,2019
Kia,K5 AWD,K5,2021
GMC,Yukon XL 2WD,Yukon,2021
Mitsubishi,Outlander Sport 2WD,Outlander,2021
Mercedes-Benz,C300 4matic Convertible,C-Class,2021
Porsche,Cayenne Turbo Coupe,Cayenne,2022
Toyota,Tacoma 2WD,Tacoma,2022
Porsche,911 Carrera S Cabriolet,911,2022
Ford,Ranger Pickup 2WD,Ranger,2013
GMC,Caballero Pickup 2WD,Caballero Pickup,2013
Suzuki,SX4 Sedan,SX4,2013
Ford,Taurus FWD,Taurus,2013
Mazda,CX-9 2WD,CX-9,2013
J.K. Motors,MERC BENZ 300TE,MERC BENZ 300TE,2013
Subaru,RX Turbo,RX Turbo,2013
Volkswagen,Cabriolet,Cabriolet,2013
Aston Martin,DBS,DBS,2013
GMC,Yukon 1500 2WD,Yukon,2013
Ford,Mustang,Mustang,2013
Lexus,CT 200h,CT,2013
Suzuki,Kizashi AWD,Kizashi,2013
Infiniti,JX35 FWD,JX35,2013
Chevrolet,SS,SS,2013
Volvo,XC60 FWD,XC60,2014
Hyundai,Tucson 2WD,Tucson,2014
Ram,1500 4WD,1500,2014
Volvo,240 DL/240 GL Wagon,240,2013
Kia,Sedona,Sedona,2015
Porsche,Cayenne,Cayenne,2015
Mercedes-Benz,AMG GLE63,GLE-Class,2015
Mercedes-Benz,AMG CLA45 4matic,CLA-Class,2015
Nissan,Pathfinder 4WD,Pathfinder,2013
Honda,Civic,Civic,2013
Geo,Prizm,Prizm,2013
Hyundai,Sonata,Sonata,2013
Chevrolet,Lumina Minivan 2WD,Lumina Minivan,2013
Ford,Mustang,Mustang,2013
Saab,900 Convertible,900,2013
Dodge,600 Convertible,600,2013
Chevrolet,Cavalier,Cavalier,2013
Ford,Taurus,Taurus,2013
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Toyota,RAV4 4WD,RAV4,2013
Chevrolet,Malibu,Malibu,2013
Volvo,V70 AWD,V70,2013
Volvo,240,240,2013
Acura,NSX Hybrid,NSX,2017
Buick,Envision FWD,Envision,2018
Chrysler,300,300,2019
Porsche,Panamera 4 ST,Panamera,2021
Bugatti,Chiron,Chiron,2022
Mercedes-Benz,AMG SLK55,SLK-Class,2015
Pontiac,Sunbird,Sunbird,2013
GMC,Yukon 1500 AWD,Yukon,2013
Chevrolet,Silverado 1500 2WD,Silverado,2013
Toyota,Camry,Camry,2013
Dodge,Ram 1500 Pickup 2WD,Ram 1500 Pickup,2013
Mitsubishi,Truck 2WD,Truck,2013
Rolls-Royce,Phantom EWB,Phantom,2013
Porsche,Cayenne,Cayenne,2013
MINI,Clubman S,Clubman,2013
Dodge,600 Convertible,600,2013
BMW,5 Series,5 Series,2013
GMC,T15 (S15) Jimmy 4WD,Jimmy,2013
GMC,Sierra 1500 4WD,Sierra,2013
Chrysler,LeBaron,LeBaron,2013
Chevrolet,Cavalier,Cavalier,2013
Ford,F250 Pickup 4WD,F250,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Mitsubishi,3000 GT,3000 GT,2013
Ford,F150 Pickup 2WD,F150,2013
Ford,Explorer USPS 2WD FFV,Explorer,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
Dodge,Intrepid,Intrepid,2013
Geo,Prizm,Prizm,2013
Ford,Escort Wagon,Escort,2013
Oldsmobile,Achieva,Achieva,2013
Chevrolet,Pickup 2500 4WD,Pickup 2500,2013
GMC,Jimmy 4WD,Jimmy,2013
Pontiac,6000,6000,2013
Dodge,Avenger,Avenger,2013
Plymouth,Voyager/Grand Voyager 2WD,Voyager/Grand Voyager,2013
Mercedes-Benz,CLK430 (Cabriolet),CLK-Class,2013
Dodge,B2500 Van 2WD,B2500 Van,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Mazda,B2300 2WD,B Pickup,2013
Honda,Passport 4WD,Passport,2013
Chrysler,Prowler,Prowler,2013
GMC,Sierra 1500 2WD,Sierra,2013
GMC,Sierra 1500 4WD,Sierra,2013
GMC,Safari AWD (cargo),Safari Cargo,2013
Nissan,Pathfinder 4WD,Pathfinder,2013
Nissan,Sentra,Sentra,2013
Hyundai,Sonata Sport Limited,Sonata,2016
Chevrolet,Camaro,Camaro,2016
Audi,A4 allroad quattro,A4,2016
Nissan,Versa,Versa,2016
Toyota,RAV4 LE/XLE,RAV4,2016
Mitsubishi,Outlander 2WD,Outlander,2016
MINI,John Cooper Works Clubman All4,Clubman,2016
Chevrolet,Silverado K15 4WD,Silverado,2017
Honda,Odyssey,Odyssey,2018
Porsche,Boxster GTS,Boxster,2018
Toyota,Highlander AWD LE,Highlander,2018
Honda,Civic 2Dr,Civic,2018
Mercedes-Benz,AMG GLS63,GLS-Class,2018
Kia,Sportage AWD,Sportage,2019
GMC,Terrain FWD,Terrain,2019
Kia,Rio,Rio,2021
Volkswagen,Routan,Routan,2013
Chrysler,PT Cruiser,PT Cruiser,2013
Toyota,Camry,Camry,2013
Chevrolet,Silverado K15 4WD,Silverado,2013
Dodge,Challenger,Challenger,2013
Ford,F150 Pickup 4WD FFV,F150,2013
Hyundai,Sonata,Sonata,2013
Land Rover,Range Rover Sport,Range Rover,2013
Dodge,Dynasty,Dynasty,2013
Mercury,Mystique,Mystique,2013
Ford,Ranger Pickup 4WD,Ranger,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Toyota,Tacoma 2WD,Tacoma,2013
BMW,Z3 Coupe,Z3,2013
Jeep,Patriot FWD,Patriot,2016
Buick,Regal AWD,Regal,2018
GMC,Sierra K10 4WD,Sierra,2018
Ford,LTD Crown Victoria Wagon,LTD Crown Victoria,2013
Kia,Sedona,Sedona,2020
Mercedes-Benz,AMG GLC63 S 4matic Plus Coupe,GLC-Class,2020
BMW,750 Series,7 Series,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Volga Associated Automobile,Niva,Niva,2013
Infiniti,G37 Convertible,G37,2013
Honda,Ridgeline Truck 4WD,Ridgeline,2013
Dodge,Charger,Charger,2013
Volkswagen,Beetle,Beetle,2013
Honda,Accord,Accord,2013
Toyota,Camry Hybrid LE,Camry,2013
Chevrolet,Silverado C15 2WD,Silverado,2013
Honda,Civic Wagon,Civic,2013
Volkswagen,e-Golf,Golf/GTI,2014
Chevrolet,Cruze Limited  Eco,Cruze,2015
BMW,M235i,2 Series,2015
Volkswagen,Beetle Convertible,Beetle,2015
Chevrolet,Silverado K15 4WD,Silverado,2015
Chevrolet,Camaro,Camaro,2015
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Toyota,Tacoma 2WD,Tacoma,2013
Peugeot,505 Sedan,505,2013
Bentley,Continental Flying Spur,Continental Flying Spur,2013
Audi,A4 quattro,A4,2013
GMC,Yukon XL 1500 2WD,Yukon,2013
Suzuki,Grand Vitara,Grand Vitara,2013
BMW,Alpina B8 Gran Coupe,8 Series,2023
Kia,Telluride FWD,Telluride,2023
Porsche,911 Carrera 4 GTS Cabriolet,911,2023
Hyundai,Tucson Fuel Cell,Tucson,2022
Maserati,Biturbo,Biturbo,2013
Pontiac,Firebird,Firebird/Trans Am/Formula,2013
Chevrolet,Monte Carlo,Monte Carlo,2013
Dodge,600,600,2013
Suzuki,SJ410K P/U 4WD,SJ 410,2013
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
BMW,430i xDrive Convertible,4 Series,2023
Mazda,3 5-Door 2WD,3,2023
GMC,Canyon Mud Terrain Tires 4WD,Canyon,2024
BMW,M440i xDrive Coupe,4 Series,2024
Honda,Prologue AWD Touring,Prologue,2024
Chevrolet,Caprice Wagon,Caprice,2013
Ford,F150 Pickup 4WD,F150,2013
Oldsmobile,Trofeo/Toronado,Trofeo/Toronado,2013
Mazda,MPV,MPV,2013
Dodge,Caravan/Grand Caravan 4WD,Caravan/Grand Caravan,2013
Chevrolet,Camaro,Camaro,2013
Daihatsu,Charade,Charade,2013
Ford,Escort,Escort,2013
Ford,F250 Pickup 2WD,F250,2013
Ford,E150 Club Wagon,E150 Club Wagon,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Chevrolet,Sport Van G10/20 2WD,Sport Van,2013
Ford,Aspire,Aspire,2013
Chevrolet,Malibu,Malibu,2013
Infiniti,I30,I30,2013
GMC,Yukon K1500 4WD,Yukon,2016
Chevrolet,Cruze Premier,Cruze,2016
Subaru,Outback AWD,Outback,2017
GMC,Terrain FWD,Terrain,2017
Mercedes-Benz,AMG C63 Convertible,C-Class,2017
Audi,RS 5,RS 5,2017
Honda,Civic 2Dr,Civic,2017
smart,fortwo electric drive convertible,fortwo,2017
Hyundai,Sonata Plug-in Hybrid,Sonata,2018
Chevrolet,Spark ACTIV,Spark,2018
Jaguar,XE AWD,XE,2018
Mercedes-Benz,AMG G63,G-Class,2019
Chevrolet,Traverse FWD,Traverse,2019
Mercedes-Benz,CLA250,CLA-Class,2019
BMW,X5 M,X5,2020
Mazda,6,6,2020
Maserati,Quattroporte Modena RWD,Quattroporte,2021
Ford,F150 RAPTOR 4WD,F150,2021
Toyota,RAV4 AWD,RAV4,2022
Ford,F150 RAPTOR 4WD,F150,2022
Nissan,Pickup 2WD,Pickup,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Isuzu,Rodeo 4WD,Rodeo,2013
Saab,9-5 Wagon,9-5,2013
GMC,Yukon Denali 1500 AWD,Yukon,2013
Ford,Expedition 4WD FFV,Expedition,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Audi,S4,S4,2013
Porsche,Panamera S Hybrid,Panamera,2013
Mazda,3 DI 4-Door,3,2013
Jeep,Compass 4WD,Compass,2013
BMW,M5,M,2013
BMW,435i xDrive Coupe,4 Series,2013
Dodge,Dart Aero,Dart,2013
Jeep,Compass FWD,Compass,2013
GMC,Yukon C1500 XL 2WD,Yukon,2014
BMW,750i,7 Series,2014
